Start,Time_Start,End,Time_End,Location,Type,Place
11/18/2012,10:31:00,11/18/2012,10:31:02,Door,PIR,Living
11/18/2012,10:33:20,11/18/2012,10:33:24,Door,PIR,Living
11/18/2012,10:36:39,11/18/2012,10:36:42,Door,PIR,Living
11/18/2012,10:37:33,11/18/2012,10:48:57,Seat,Pressure,Living
11/18/2012,10:48:58,11/18/2012,10:49:01,Door,PIR,Living
11/18/2012,10:53:04,11/18/2012,10:53:06,Maindoor,Magnetic,Entrance
11/18/2012,14:34:08,11/18/2012,14:34:12,Maindoor,Magnetic,Entrance
11/18/2012,14:34:18,11/18/2012,14:34:20,Door,PIR,Living
11/18/2012,14:37:45,11/18/2012,14:37:48,Door,PIR,Living
11/18/2012,14:38:46,11/18/2012,14:38:49,Door,PIR,Kitchen
11/18/2012,14:49:55,11/18/2012,14:49:57,Door,PIR,Kitchen
11/18/2012,14:50:05,11/18/2012,14:50:08,Door,PIR,Living
11/18/2012,14:50:29,11/18/2012,14:50:32,Door,PIR,Living
11/18/2012,14:50:49,11/18/2012,14:50:52,Door,PIR,Kitchen
11/18/2012,14:51:04,11/18/2012,14:51:14,Cupboard,Magnetic,Kitchen
11/18/2012,14:55:20,11/18/2012,14:55:24,Door,PIR,Kitchen
11/18/2012,14:55:34,11/18/2012,14:55:37,Door,PIR,Living
11/18/2012,14:56:08,11/18/2012,14:56:11,Door,PIR,Living
11/18/2012,14:56:20,11/18/2012,14:56:26,Door,PIR,Kitchen
11/18/2012,14:57:39,11/18/2012,14:57:42,Door,PIR,Kitchen
11/18/2012,14:57:54,11/18/2012,14:57:58,Door,PIR,Living
11/18/2012,15:54:30,11/18/2012,15:54:33,Door,PIR,Living
11/18/2012,15:54:42,11/18/2012,15:54:46,Door,PIR,Kitchen
11/18/2012,15:57:06,11/18/2012,15:57:07,Door,PIR,Kitchen
11/18/2012,15:57:08,11/18/2012,15:57:11,Door,PIR,Living
11/18/2012,15:58:48,11/18/2012,15:58:53,Door,PIR,Living
11/18/2012,15:59:02,11/18/2012,15:59:06,Door,PIR,Kitchen
11/18/2012,16:51:45,11/18/2012,16:51:51,Door,PIR,Kitchen
11/18/2012,16:52:01,11/18/2012,16:52:05,Door,PIR,Living
11/18/2012,17:14:29,11/18/2012,17:14:32,Door,PIR,Living
11/18/2012,17:14:42,11/18/2012,17:14:45,Door,PIR,Kitchen
11/18/2012,17:20:05,11/18/2012,17:20:07,Door,PIR,Kitchen
11/18/2012,17:25:55,11/18/2012,17:27:00,Toilet,Flush,Bathroom
11/18/2012,17:26:16,11/18/2012,17:30:51,Basin,PIR,Bathroom
11/18/2012,17:31:01,11/18/2012,17:31:03,Door,PIR,Living
11/18/2012,17:44:27,11/18/2012,17:44:29,Door,PIR,Living
11/18/2012,17:44:33,11/18/2012,17:45:19,Basin,PIR,Bathroom
11/18/2012,17:45:33,11/18/2012,17:45:36,Door,PIR,Living
11/18/2012,17:46:17,11/18/2012,18:24:02,Seat,Pressure,Living
11/18/2012,18:25:14,11/18/2012,18:25:17,Door,PIR,Living
11/18/2012,18:25:29,11/18/2012,18:25:31,Door,PIR,Kitchen
11/18/2012,18:29:38,11/18/2012,18:29:42,Door,PIR,Kitchen
11/18/2012,18:29:51,11/18/2012,18:29:57,Door,PIR,Living
11/18/2012,18:30:19,11/18/2012,18:30:21,Door,PIR,Living
11/18/2012,18:30:29,11/18/2012,18:30:33,Door,PIR,Kitchen
11/18/2012,18:32:07,11/18/2012,18:32:14,Door,PIR,Kitchen
11/18/2012,18:32:22,11/18/2012,18:32:25,Door,PIR,Living
11/18/2012,18:32:43,11/18/2012,18:47:33,Seat,Pressure,Living
11/18/2012,18:47:37,11/18/2012,18:47:40,Door,PIR,Living
11/18/2012,18:49:30,11/18/2012,18:49:34,Door,PIR,Living
11/18/2012,18:54:04,11/18/2012,19:39:37,Seat,Pressure,Living
11/18/2012,19:40:06,11/18/2012,19:40:09,Door,PIR,Living
11/18/2012,19:40:19,11/18/2012,19:40:26,Door,PIR,Kitchen
11/18/2012,19:44:46,11/18/2012,19:44:52,Door,PIR,Kitchen
11/18/2012,19:49:51,11/18/2012,19:49:54,Door,PIR,Living
11/18/2012,19:52:47,11/18/2012,19:52:49,Door,PIR,Living
11/18/2012,19:53:25,11/18/2012,19:53:33,Maindoor,Magnetic,Entrance
11/18/2012,22:23:36,11/18/2012,22:23:43,Maindoor,Magnetic,Entrance
11/18/2012,22:24:01,11/18/2012,22:24:03,Door,PIR,Kitchen
11/18/2012,22:24:22,11/18/2012,22:24:28,Fridge,Magnetic,Kitchen
11/18/2012,22:25:05,11/18/2012,22:25:09,Fridge,Magnetic,Kitchen
11/18/2012,22:26:03,11/18/2012,22:26:05,Door,PIR,Kitchen
11/18/2012,22:26:19,11/18/2012,22:26:22,Door,PIR,Living
11/18/2012,22:26:30,11/18/2012,22:26:33,Door,PIR,Living
11/18/2012,22:26:50,11/18/2012,22:26:59,Door,PIR,Bedroom
11/18/2012,22:29:06,11/18/2012,22:29:09,Door,PIR,Bedroom
11/18/2012,22:30:32,11/18/2012,22:34:31,Basin,PIR,Bathroom
11/18/2012,22:40:46,11/18/2012,22:42:51,Basin,PIR,Bathroom
11/18/2012,22:43:37,11/18/2012,22:43:40,Door,PIR,Living
11/18/2012,23:00:21,11/18/2012,23:00:24,Door,PIR,Living
11/18/2012,23:00:36,11/18/2012,23:00:42,Door,PIR,Kitchen
11/18/2012,23:00:59,11/18/2012,23:04:48,Microwave,Electric,Kitchen
11/18/2012,23:02:40,11/18/2012,23:02:44,Door,PIR,Kitchen
11/18/2012,23:02:52,11/18/2012,23:02:55,Door,PIR,Living
11/18/2012,23:03:09,11/18/2012,23:03:11,Door,PIR,Living
11/18/2012,23:03:16,11/18/2012,23:03:18,Basin,PIR,Bathroom
11/18/2012,23:03:23,11/18/2012,23:03:26,Door,PIR,Living
11/18/2012,23:04:26,11/18/2012,23:04:29,Door,PIR,Living
11/18/2012,23:04:40,11/18/2012,23:04:42,Door,PIR,Kitchen
11/18/2012,23:05:14,11/18/2012,23:05:16,Door,PIR,Kitchen
11/18/2012,23:05:21,11/18/2012,23:05:24,Door,PIR,Living
11/18/2012,23:06:14,11/19/2012,0:07:00,Seat,Pressure,Living
11/19/2012,0:08:50,11/19/2012,0:08:53,Door,PIR,Living
11/19/2012,0:09:04,11/19/2012,0:09:09,Door,PIR,Kitchen
11/19/2012,0:10:06,11/19/2012,0:10:09,Door,PIR,Kitchen
11/19/2012,0:12:02,11/19/2012,0:12:43,Toilet,Flush,Bathroom
11/19/2012,0:12:54,11/19/2012,0:12:58,Door,PIR,Bedroom
11/19/2012,0:14:12,11/19/2012,10:07:46,Bed,Pressure,Bedroom
11/19/2012,10:09:46,11/19/2012,10:09:53,Door,PIR,Bedroom
11/19/2012,10:11:10,11/19/2012,10:12:20,Toilet,Flush,Bathroom
11/19/2012,10:13:23,11/19/2012,10:13:27,Door,PIR,Kitchen
11/19/2012,10:14:01,11/19/2012,10:14:05,Fridge,Magnetic,Kitchen
11/19/2012,10:14:30,11/19/2012,10:14:34,Fridge,Magnetic,Kitchen
11/19/2012,10:14:51,11/19/2012,10:17:12,Microwave,Electric,Kitchen
11/19/2012,10:24:30,11/19/2012,10:24:48,Fridge,Magnetic,Kitchen
11/19/2012,10:25:00,11/19/2012,10:25:03,Door,PIR,Kitchen
11/19/2012,10:25:14,11/19/2012,10:25:28,Door,PIR,Living
11/19/2012,10:33:23,11/19/2012,10:33:26,Door,PIR,Living
11/19/2012,10:33:37,11/19/2012,10:33:41,Door,PIR,Kitchen
11/19/2012,10:33:57,11/19/2012,10:33:59,Door,PIR,Kitchen
11/19/2012,10:34:14,11/19/2012,10:34:17,Door,PIR,Living
11/19/2012,10:36:08,11/19/2012,11:27:24,Seat,Pressure,Living
11/19/2012,11:27:41,11/19/2012,11:27:46,Door,PIR,Living
11/19/2012,11:28:39,11/19/2012,11:28:46,Door,PIR,Kitchen
11/19/2012,11:30:16,11/19/2012,11:30:18,Door,PIR,Kitchen
11/19/2012,11:30:40,11/19/2012,11:30:43,Door,PIR,Living
11/19/2012,11:33:37,11/19/2012,11:33:40,Door,PIR,Living
11/19/2012,11:34:48,11/19/2012,11:34:53,Door,PIR,Bedroom
11/19/2012,11:38:16,11/19/2012,11:38:17,Door,PIR,Bedroom
11/19/2012,11:38:23,11/19/2012,11:38:27,Door,PIR,Living
11/19/2012,11:38:34,11/19/2012,11:38:37,Door,PIR,Living
11/19/2012,11:38:52,11/19/2012,11:38:56,Door,PIR,Kitchen
11/19/2012,11:39:15,11/19/2012,11:39:17,Door,PIR,Kitchen
11/19/2012,11:39:31,11/19/2012,11:39:33,Door,PIR,Bedroom
11/19/2012,11:42:53,11/19/2012,11:42:55,Door,PIR,Bedroom
11/19/2012,11:43:00,11/19/2012,11:43:03,Door,PIR,Living
11/19/2012,11:43:09,11/19/2012,11:43:12,Door,PIR,Living
11/19/2012,11:49:01,11/19/2012,11:49:06,Door,PIR,Kitchen
11/19/2012,11:49:20,11/19/2012,11:49:22,Door,PIR,Kitchen
11/19/2012,11:51:33,11/19/2012,11:52:55,Basin,PIR,Bathroom
11/19/2012,11:59:03,11/19/2012,12:01:41,Basin,PIR,Bathroom
11/19/2012,12:04:33,11/19/2012,12:11:29,Shower,PIR,Bathroom
11/19/2012,12:14:31,11/19/2012,12:15:25,Toilet,Flush,Bathroom
11/19/2012,12:17:57,11/19/2012,12:18:16,Basin,PIR,Bathroom
11/19/2012,12:24:31,11/19/2012,12:24:34,Door,PIR,Living
11/19/2012,12:29:15,11/19/2012,12:29:18,Door,PIR,Living
11/19/2012,12:29:45,11/19/2012,12:33:30,Basin,PIR,Bathroom
11/19/2012,12:36:32,11/19/2012,12:36:37,Door,PIR,Bedroom
11/19/2012,12:38:01,11/19/2012,12:38:03,Door,PIR,Bedroom
11/19/2012,12:39:12,11/19/2012,12:39:15,Door,PIR,Living
11/19/2012,12:40:09,11/19/2012,12:40:11,Door,PIR,Living
11/19/2012,12:40:19,11/19/2012,12:40:23,Door,PIR,Kitchen
11/19/2012,12:40:50,11/19/2012,12:40:52,Door,PIR,Kitchen
11/19/2012,12:41:03,11/19/2012,12:41:06,Door,PIR,Living
11/19/2012,12:42:39,11/19/2012,14:26:04,Seat,Pressure,Living
11/19/2012,14:27:01,11/19/2012,14:27:03,Door,PIR,Living
11/19/2012,14:27:08,11/19/2012,14:27:31,Basin,PIR,Bathroom
11/19/2012,14:27:46,11/19/2012,14:27:49,Door,PIR,Living
11/19/2012,14:28:19,11/19/2012,14:28:21,Door,PIR,Living
11/19/2012,14:29:22,11/19/2012,14:30:26,Toilet,Flush,Bathroom
11/19/2012,14:29:27,11/19/2012,14:29:28,Basin,PIR,Bathroom
11/19/2012,14:30:12,11/19/2012,14:30:22,Door,PIR,Bedroom
11/19/2012,14:30:57,11/19/2012,14:30:59,Door,PIR,Bedroom
11/19/2012,14:31:44,11/19/2012,14:31:47,Maindoor,Magnetic,Entrance
11/19/2012,15:52:29,11/19/2012,15:52:33,Maindoor,Magnetic,Entrance
11/19/2012,15:52:33,11/19/2012,15:52:35,Door,PIR,Living
11/19/2012,15:54:05,11/19/2012,15:54:08,Door,PIR,Living
11/19/2012,15:54:11,11/19/2012,15:54:51,Toilet,Flush,Bathroom
11/19/2012,15:54:13,11/19/2012,15:54:15,Door,PIR,Living
11/19/2012,15:55:22,11/19/2012,15:55:24,Door,PIR,Living
11/19/2012,15:55:28,11/19/2012,15:55:32,Door,PIR,Kitchen
11/19/2012,15:55:50,11/19/2012,15:55:52,Fridge,Magnetic,Kitchen
11/19/2012,16:00:14,11/19/2012,16:02:08,Microwave,Electric,Kitchen
11/19/2012,16:02:38,11/19/2012,16:04:57,Microwave,Electric,Kitchen
11/19/2012,16:05:10,11/19/2012,16:05:12,Fridge,Magnetic,Kitchen
11/19/2012,16:07:47,11/19/2012,16:07:49,Door,PIR,Kitchen
11/19/2012,16:08:03,11/19/2012,16:08:05,Door,PIR,Living
11/19/2012,16:09:01,11/19/2012,19:42:01,Seat,Pressure,Living
11/19/2012,19:44:31,11/19/2012,19:44:35,Door,PIR,Living
11/19/2012,19:45:31,11/19/2012,19:45:34,Door,PIR,Living
11/19/2012,19:48:53,11/19/2012,19:48:56,Door,PIR,Living
11/19/2012,19:50:30,11/19/2012,19:50:34,Door,PIR,Kitchen
11/19/2012,19:55:31,11/19/2012,19:55:35,Door,PIR,Kitchen
11/19/2012,19:56:38,11/19/2012,19:56:44,Door,PIR,Living
11/19/2012,19:56:49,11/19/2012,21:29:28,Seat,Pressure,Living
11/19/2012,21:31:03,11/19/2012,21:31:06,Door,PIR,Living
11/19/2012,21:31:15,11/19/2012,21:31:18,Door,PIR,Living
11/19/2012,21:59:27,11/19/2012,21:59:31,Door,PIR,Living
11/19/2012,21:59:43,11/19/2012,21:59:46,Door,PIR,Kitchen
11/19/2012,22:00:33,11/19/2012,22:02:33,Microwave,Electric,Kitchen
11/19/2012,22:00:49,11/19/2012,22:01:00,Fridge,Magnetic,Kitchen
11/19/2012,22:01:43,11/19/2012,22:01:49,Cupboard,Magnetic,Kitchen
11/19/2012,22:04:37,11/19/2012,22:04:39,Door,PIR,Kitchen
11/19/2012,22:05:33,11/19/2012,22:05:36,Door,PIR,Living
11/19/2012,22:06:40,11/19/2012,22:06:48,Door,PIR,Living
11/19/2012,22:06:59,11/19/2012,22:07:04,Door,PIR,Kitchen
11/19/2012,22:07:12,11/19/2012,22:07:15,Door,PIR,Kitchen
11/19/2012,22:07:27,11/19/2012,22:07:29,Door,PIR,Living
11/19/2012,22:24:54,11/19/2012,22:24:58,Door,PIR,Living
11/19/2012,22:25:06,11/19/2012,22:29:51,Basin,PIR,Bathroom
11/19/2012,22:30:09,11/19/2012,22:30:12,Door,PIR,Living
11/19/2012,22:30:51,11/19/2012,22:30:54,Door,PIR,Living
11/19/2012,22:31:06,11/19/2012,22:31:25,Door,PIR,Kitchen
11/19/2012,22:31:55,11/19/2012,22:31:59,Fridge,Magnetic,Kitchen
11/19/2012,22:32:04,11/19/2012,22:32:06,Door,PIR,Kitchen
11/19/2012,22:32:32,11/19/2012,22:32:40,Door,PIR,Living
11/19/2012,22:33:14,11/20/2012,0:20:40,Seat,Pressure,Living
11/20/2012,0:22:45,11/20/2012,0:22:48,Door,PIR,Living
11/20/2012,0:23:22,11/20/2012,0:23:24,Door,PIR,Kitchen
11/20/2012,0:23:55,11/20/2012,0:23:56,Door,PIR,Kitchen
11/20/2012,0:24:11,11/20/2012,0:24:46,Door,PIR,Living
11/20/2012,0:25:16,11/20/2012,1:21:06,Seat,Pressure,Living
11/20/2012,1:22:28,11/20/2012,1:22:31,Door,PIR,Living
11/20/2012,1:23:50,11/20/2012,1:24:45,Toilet,Flush,Bathroom
11/20/2012,1:25:13,11/20/2012,1:25:15,Door,PIR,Bedroom
11/20/2012,1:27:11,11/20/2012,9:56:13,Bed,Pressure,Bedroom
11/20/2012,9:58:33,11/20/2012,9:58:36,Door,PIR,Bedroom
11/20/2012,9:59:40,11/20/2012,9:59:43,Door,PIR,Living
11/20/2012,10:01:44,11/20/2012,10:01:47,Door,PIR,Living
11/20/2012,10:02:07,11/20/2012,10:02:09,Door,PIR,Kitchen
11/20/2012,10:14:32,11/20/2012,10:14:36,Door,PIR,Kitchen
11/20/2012,10:14:57,11/20/2012,10:14:59,Door,PIR,Living
11/20/2012,10:15:04,11/20/2012,10:15:07,Door,PIR,Living
11/20/2012,10:15:10,11/20/2012,10:15:14,Door,PIR,Bedroom
11/20/2012,10:15:50,11/20/2012,10:15:52,Door,PIR,Bedroom
11/20/2012,10:19:57,11/20/2012,10:21:13,Toilet,Flush,Bathroom
11/20/2012,10:21:02,11/20/2012,10:21:06,Door,PIR,Living
11/20/2012,10:21:18,11/20/2012,10:21:21,Door,PIR,Living
11/20/2012,10:21:42,11/20/2012,10:21:48,Door,PIR,Kitchen
11/20/2012,10:24:54,11/20/2012,10:24:59,Fridge,Magnetic,Kitchen
11/20/2012,10:30:40,11/20/2012,10:30:42,Door,PIR,Kitchen
11/20/2012,10:31:59,11/20/2012,10:32:02,Door,PIR,Living
11/20/2012,10:37:02,11/20/2012,10:37:05,Door,PIR,Living
11/20/2012,10:37:18,11/20/2012,10:37:28,Door,PIR,Bedroom
11/20/2012,10:37:49,11/20/2012,10:37:51,Door,PIR,Bedroom
11/20/2012,10:40:35,11/20/2012,10:48:18,Basin,PIR,Bathroom
11/20/2012,10:53:53,11/20/2012,10:58:41,Basin,PIR,Bathroom
11/20/2012,11:00:16,11/20/2012,11:00:18,Door,PIR,Kitchen
11/20/2012,11:00:51,11/20/2012,11:00:55,Fridge,Magnetic,Kitchen
11/20/2012,11:14:42,11/20/2012,11:14:44,Door,PIR,Kitchen
11/20/2012,11:15:22,11/20/2012,11:15:24,Door,PIR,Living
11/20/2012,11:17:14,11/20/2012,12:54:10,Seat,Pressure,Living
11/20/2012,12:55:40,11/20/2012,12:55:42,Door,PIR,Living
11/20/2012,13:01:48,11/20/2012,13:03:02,Toilet,Flush,Bathroom
11/20/2012,13:03:28,11/20/2012,13:03:31,Door,PIR,Kitchen
11/20/2012,13:04:59,11/20/2012,13:05:15,Fridge,Magnetic,Kitchen
11/20/2012,13:09:55,11/20/2012,13:09:57,Door,PIR,Kitchen
11/20/2012,13:10:08,11/20/2012,13:10:11,Door,PIR,Living
11/20/2012,13:10:38,11/20/2012,13:10:41,Door,PIR,Living
11/20/2012,13:10:51,11/20/2012,13:10:53,Door,PIR,Kitchen
11/20/2012,13:15:20,11/20/2012,13:15:23,Door,PIR,Kitchen
11/20/2012,13:20:29,11/20/2012,13:20:32,Door,PIR,Living
11/20/2012,13:28:16,11/20/2012,13:28:19,Door,PIR,Living
11/20/2012,13:28:33,11/20/2012,13:28:35,Door,PIR,Kitchen
11/20/2012,13:33:12,11/20/2012,13:33:15,Door,PIR,Kitchen
11/20/2012,13:33:25,11/20/2012,13:33:27,Door,PIR,Living
11/20/2012,13:38:23,11/20/2012,13:38:26,Door,PIR,Living
11/20/2012,14:10:03,11/20/2012,14:10:06,Door,PIR,Living
11/20/2012,14:24:52,11/20/2012,14:24:55,Door,PIR,Living
11/20/2012,14:25:11,11/20/2012,14:25:14,Door,PIR,Kitchen
11/20/2012,14:27:09,11/20/2012,14:27:29,Cupboard,Magnetic,Kitchen
11/20/2012,14:30:21,11/20/2012,14:30:24,Door,PIR,Kitchen
11/20/2012,14:30:33,11/20/2012,14:30:36,Door,PIR,Living
11/20/2012,14:35:55,11/20/2012,14:35:58,Door,PIR,Living
11/20/2012,14:36:07,11/20/2012,14:36:18,Door,PIR,Kitchen
11/20/2012,14:37:41,11/20/2012,14:38:26,Fridge,Magnetic,Kitchen
11/20/2012,14:38:35,11/20/2012,14:38:37,Door,PIR,Kitchen
11/20/2012,14:38:46,11/20/2012,14:38:50,Door,PIR,Living
11/20/2012,14:56:22,11/20/2012,14:56:25,Door,PIR,Living
11/20/2012,14:58:10,11/20/2012,14:58:16,Door,PIR,Kitchen
11/20/2012,15:12:15,11/20/2012,15:12:19,Door,PIR,Kitchen
11/20/2012,15:12:28,11/20/2012,15:12:32,Door,PIR,Living
11/20/2012,15:13:42,11/20/2012,15:42:12,Seat,Pressure,Living
11/20/2012,15:43:22,11/20/2012,15:43:24,Door,PIR,Living
11/20/2012,15:43:26,11/20/2012,15:43:30,Door,PIR,Kitchen
11/20/2012,15:44:03,11/20/2012,15:44:05,Door,PIR,Kitchen
11/20/2012,15:50:26,11/20/2012,15:50:28,Door,PIR,Living
11/20/2012,15:51:21,11/20/2012,15:51:25,Door,PIR,Living
11/20/2012,15:52:39,11/20/2012,15:52:42,Door,PIR,Kitchen
11/20/2012,15:53:08,11/20/2012,15:53:10,Door,PIR,Kitchen
11/20/2012,15:54:27,11/20/2012,15:55:27,Toilet,Flush,Bathroom
11/20/2012,15:54:40,11/20/2012,15:54:43,Door,PIR,Living
11/20/2012,15:56:44,11/20/2012,15:56:47,Door,PIR,Living
11/20/2012,15:59:15,11/20/2012,15:59:19,Maindoor,Magnetic,Entrance
11/20/2012,20:31:14,11/20/2012,20:31:21,Maindoor,Magnetic,Entrance
11/20/2012,20:34:04,11/20/2012,20:34:07,Door,PIR,Living
11/20/2012,20:35:44,11/20/2012,20:37:34,Seat,Pressure,Living
11/20/2012,20:37:51,11/20/2012,20:37:53,Door,PIR,Living
11/20/2012,20:37:55,11/20/2012,20:37:58,Door,PIR,Living
11/20/2012,20:38:01,11/20/2012,21:50:17,Seat,Pressure,Living
11/20/2012,21:51:29,11/20/2012,21:51:32,Door,PIR,Living
11/20/2012,21:51:47,11/20/2012,21:51:55,Door,PIR,Kitchen
11/20/2012,21:57:09,11/20/2012,21:57:12,Door,PIR,Kitchen
11/20/2012,21:57:21,11/20/2012,21:57:24,Door,PIR,Living
11/20/2012,21:58:06,11/21/2012,0:01:12,Seat,Pressure,Living
11/21/2012,0:03:42,11/21/2012,0:03:44,Door,PIR,Living
11/21/2012,0:03:51,11/21/2012,0:04:06,Basin,PIR,Bathroom
11/21/2012,0:05:57,11/21/2012,0:05:58,Door,PIR,Living
11/21/2012,0:06:35,11/21/2012,0:06:38,Door,PIR,Living
11/21/2012,0:08:47,11/21/2012,0:09:43,Toilet,Flush,Bathroom
11/21/2012,0:08:55,11/21/2012,0:09:29,Basin,PIR,Bathroom
11/21/2012,0:09:47,11/21/2012,0:09:50,Door,PIR,Living
11/21/2012,0:10:15,11/21/2012,0:10:18,Door,PIR,Living
11/21/2012,0:12:15,11/21/2012,0:12:17,Door,PIR,Bedroom
11/21/2012,0:12:54,11/21/2012,9:52:47,Bed,Pressure,Bedroom
11/21/2012,9:53:10,11/21/2012,9:53:12,Door,PIR,Bedroom
11/21/2012,9:59:00,11/21/2012,10:00:07,Toilet,Flush,Bathroom
11/21/2012,10:00:18,11/21/2012,10:00:21,Door,PIR,Living
11/21/2012,10:01:00,11/21/2012,10:01:03,Door,PIR,Living
11/21/2012,10:01:21,11/21/2012,10:01:23,Door,PIR,Kitchen
11/21/2012,10:02:32,11/21/2012,10:02:35,Fridge,Magnetic,Kitchen
11/21/2012,10:02:48,11/21/2012,10:02:51,Fridge,Magnetic,Kitchen
11/21/2012,10:06:33,11/21/2012,10:06:39,Fridge,Magnetic,Kitchen
11/21/2012,10:06:48,11/21/2012,10:06:50,Door,PIR,Kitchen
11/21/2012,10:07:00,11/21/2012,10:07:03,Door,PIR,Living
11/21/2012,10:09:07,11/21/2012,11:30:29,Seat,Pressure,Living
11/21/2012,11:32:56,11/21/2012,11:32:59,Door,PIR,Living
11/21/2012,11:33:52,11/21/2012,11:33:55,Door,PIR,Living
11/21/2012,11:34:47,11/21/2012,11:34:49,Door,PIR,Living
11/21/2012,11:37:57,11/21/2012,11:44:26,Basin,PIR,Bathroom
11/21/2012,11:48:05,11/21/2012,11:49:18,Toilet,Flush,Bathroom
11/21/2012,11:49:51,11/21/2012,11:52:45,Basin,PIR,Bathroom
11/21/2012,12:01:48,11/21/2012,12:01:51,Maindoor,Magnetic,Entrance
11/21/2012,12:26:05,11/21/2012,12:26:10,Maindoor,Magnetic,Entrance
11/21/2012,12:36:32,11/21/2012,12:36:34,Door,PIR,Kitchen
11/21/2012,12:44:25,11/21/2012,12:44:27,Door,PIR,Kitchen
11/21/2012,12:45:13,11/21/2012,12:45:16,Door,PIR,Living
11/21/2012,12:46:06,11/21/2012,13:26:17,Seat,Pressure,Living
11/21/2012,13:27:47,11/21/2012,13:27:50,Door,PIR,Living
11/21/2012,13:28:01,11/21/2012,13:28:03,Door,PIR,Kitchen
11/21/2012,13:30:52,11/21/2012,13:30:55,Door,PIR,Kitchen
11/21/2012,13:31:05,11/21/2012,13:31:08,Door,PIR,Living
11/21/2012,13:31:28,11/21/2012,13:31:31,Door,PIR,Living
11/21/2012,13:35:18,11/21/2012,13:35:23,Door,PIR,Bedroom
11/21/2012,13:41:08,11/21/2012,13:41:10,Door,PIR,Bedroom
11/21/2012,13:41:13,11/21/2012,13:41:16,Door,PIR,Living
11/21/2012,13:42:39,11/21/2012,13:42:41,Door,PIR,Living
11/21/2012,13:47:31,11/21/2012,13:47:34,Door,PIR,Bedroom
11/21/2012,13:47:47,11/21/2012,13:47:53,Door,PIR,Bedroom
11/21/2012,13:48:20,11/21/2012,13:48:24,Door,PIR,Living
11/21/2012,13:58:13,11/21/2012,13:58:16,Door,PIR,Living
11/21/2012,13:59:13,11/21/2012,13:59:24,Door,PIR,Kitchen
11/21/2012,14:10:33,11/21/2012,14:10:36,Door,PIR,Kitchen
11/21/2012,14:10:44,11/21/2012,14:10:47,Door,PIR,Living
11/21/2012,14:12:56,11/21/2012,15:01:36,Seat,Pressure,Living
11/21/2012,15:01:43,11/21/2012,15:01:47,Door,PIR,Living
11/21/2012,15:02:08,11/21/2012,15:02:11,Door,PIR,Kitchen
11/21/2012,15:14:41,11/21/2012,15:14:45,Cupboard,Magnetic,Kitchen
11/21/2012,15:15:38,11/21/2012,15:15:41,Door,PIR,Kitchen
11/21/2012,15:15:51,11/21/2012,15:15:54,Door,PIR,Living
11/21/2012,15:22:37,11/21/2012,15:22:40,Door,PIR,Living
11/21/2012,15:24:09,11/21/2012,15:24:12,Door,PIR,Living
11/21/2012,15:24:32,11/21/2012,15:24:34,Door,PIR,Living
11/21/2012,15:24:43,11/21/2012,15:24:47,Door,PIR,Kitchen
11/21/2012,15:32:07,11/21/2012,15:32:10,Door,PIR,Kitchen
11/21/2012,15:32:19,11/21/2012,15:32:22,Door,PIR,Living
11/21/2012,15:53:56,11/21/2012,15:53:59,Door,PIR,Living
11/21/2012,15:54:08,11/21/2012,15:54:11,Door,PIR,Kitchen
11/21/2012,15:54:56,11/21/2012,15:54:58,Door,PIR,Kitchen
11/21/2012,15:55:07,11/21/2012,15:55:09,Door,PIR,Living
11/21/2012,15:55:38,11/21/2012,15:55:41,Door,PIR,Living
11/21/2012,15:56:09,11/21/2012,15:56:14,Door,PIR,Kitchen
11/21/2012,15:57:36,11/21/2012,15:57:38,Door,PIR,Kitchen
11/21/2012,15:57:46,11/21/2012,15:57:49,Door,PIR,Living
11/21/2012,15:58:13,11/21/2012,17:48:19,Seat,Pressure,Living
11/21/2012,17:50:29,11/21/2012,17:50:32,Door,PIR,Living
11/21/2012,17:50:45,11/21/2012,17:50:49,Door,PIR,Kitchen
11/21/2012,17:53:02,11/21/2012,17:53:15,Fridge,Magnetic,Kitchen
11/21/2012,17:55:46,11/21/2012,17:55:48,Door,PIR,Kitchen
11/21/2012,17:56:03,11/21/2012,17:56:06,Door,PIR,Living
11/21/2012,17:57:11,11/21/2012,19:05:28,Seat,Pressure,Living
11/21/2012,19:06:18,11/21/2012,19:06:21,Door,PIR,Living
11/21/2012,19:13:01,11/21/2012,19:13:04,Door,PIR,Living
11/21/2012,19:15:18,11/21/2012,20:13:56,Seat,Pressure,Living
11/21/2012,20:14:06,11/21/2012,20:14:09,Door,PIR,Living
11/21/2012,20:34:19,11/21/2012,20:34:22,Door,PIR,Living
11/21/2012,21:01:17,11/21/2012,21:01:19,Door,PIR,Living
11/21/2012,21:01:22,11/21/2012,21:01:26,Door,PIR,Bedroom
11/21/2012,21:02:09,11/21/2012,21:02:12,Door,PIR,Bedroom
11/21/2012,21:02:47,11/21/2012,21:02:49,Door,PIR,Living
11/21/2012,21:03:07,11/21/2012,21:03:14,Door,PIR,Living
11/21/2012,21:04:15,11/21/2012,21:04:18,Door,PIR,Bedroom
11/21/2012,21:04:31,11/21/2012,21:04:33,Door,PIR,Bedroom
11/21/2012,21:07:52,11/21/2012,21:07:55,Door,PIR,Living
11/21/2012,21:08:35,11/21/2012,21:08:37,Door,PIR,Living
