"Start","End","Location","Place"
NA,NA,"Door","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Shower","Bathroom"
NA,NA,"Basin","Bathroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Basin","Bathroom"
NA,NA,"Toilet","Bathroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Maindoor","Entrance"
NA,NA,"Maindoor","Entrance"
NA,NA,"Door","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Maindoor","Entrance"
NA,NA,"Maindoor","Entrance"
NA,NA,"Toilet","Bathroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Maindoor","Entrance"
NA,NA,"Maindoor","Entrance"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Basin","Bathroom"
NA,NA,"Toilet","Bathroom"
NA,NA,"Basin","Bathroom"
NA,NA,"Door","Bedroom"
NA,NA,"Bed","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Toilet","Bathroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Basin","Bathroom"
NA,NA,"Door","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Toilet","Bathroom"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Basin","Bathroom"
NA,NA,"Shower","Bathroom"
NA,NA,"Basin","Bathroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Maindoor","Entrance"
NA,NA,"Maindoor","Entrance"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Basin","Bathroom"
NA,NA,"Toilet","Bathroom"
NA,NA,"Basin","Bathroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Maindoor","Entrance"
NA,NA,"Maindoor","Entrance"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Basin","Bathroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Toilet","Bathroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Bedroom"
NA,NA,"Bed","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Toilet","Bathroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Basin","Bathroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Basin","Bathroom"
NA,NA,"Toilet","Bathroom"
NA,NA,"Basin","Bathroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Maindoor","Entrance"
NA,NA,"Maindoor","Entrance"
NA,NA,"Door","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Toilet","Bathroom"
NA,NA,"Basin","Bathroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Toilet","Bathroom"
NA,NA,"Basin","Bathroom"
NA,NA,"Maindoor","Entrance"
NA,NA,"Maindoor","Entrance"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Toilet","Bathroom"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Maindoor","Entrance"
NA,NA,"Maindoor","Entrance"
NA,NA,"Door","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Toilet","Bathroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Basin","Bathroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Basin","Bathroom"
NA,NA,"Door","Bedroom"
NA,NA,"Bed","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Basin","Bathroom"
NA,NA,"Door","Bedroom"
NA,NA,"Bed","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Toilet","Bathroom"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Basin","Bathroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Basin","Bathroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Basin","Bathroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Basin","Bathroom"
NA,NA,"Toilet","Bathroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Maindoor","Entrance"
NA,NA,"Maindoor","Entrance"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Toilet","Bathroom"
NA,NA,"Basin","Bathroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Toilet","Bathroom"
NA,NA,"Basin","Bathroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Toilet","Bathroom"
NA,NA,"Door","Bedroom"
NA,NA,"Bed","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Bed","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Toilet","Bathroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Basin","Bathroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Cupboard","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Basin","Bathroom"
NA,NA,"Shower","Bathroom"
NA,NA,"Basin","Bathroom"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Basin","Bathroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Bedroom"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Toilet","Bathroom"
NA,NA,"Basin","Bathroom"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Toilet","Bathroom"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Seat","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Fridge","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,NA,"Door","Living"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Kitchen"
NA,NA,"Door","Living"
NA,2018-02-12 00:04:58,"Seat","Living"
2018-02-12 00:05:46,2018-02-12 00:05:50,"Door","Living"
2018-02-12 00:06:01,2018-02-12 00:06:05,"Door","Kitchen"
2018-02-12 00:08:19,2018-02-12 00:08:22,"Door","Kitchen"
2018-02-12 00:08:38,2018-02-12 00:08:42,"Door","Bedroom"
2018-02-12 00:10:10,2018-02-12 00:10:12,"Door","Bedroom"
2018-02-12 00:10:20,2018-02-12 00:11:26,"Basin","Bathroom"
2018-02-12 00:12:20,2018-02-12 00:12:23,"Door","Bedroom"
2018-02-12 00:13:51,2018-02-12 00:13:54,"Door","Bedroom"
2018-02-12 00:15:14,2018-02-12 00:16:11,"Toilet","Bathroom"
2018-02-12 00:16:18,2018-02-12 00:16:21,"Basin","Bathroom"
2018-02-12 00:16:59,2018-02-12 00:17:02,"Door","Living"
2018-02-12 00:17:34,2018-02-12 00:17:36,"Door","Living"
2018-02-12 00:18:00,2018-02-12 00:18:02,"Door","Bedroom"
2018-02-12 00:18:49,2018-02-12 09:40:31,"Bed","Bedroom"
2018-02-12 09:40:40,2018-02-12 09:40:43,"Door","Bedroom"
2018-02-12 09:46:39,2018-02-12 09:47:37,"Toilet","Bathroom"
2018-02-12 09:47:13,2018-02-12 09:47:15,"Door","Bedroom"
2018-02-12 09:47:26,2018-02-12 09:47:29,"Door","Bedroom"
2018-02-12 09:48:54,2018-02-12 09:48:57,"Door","Living"
2018-02-12 09:50:13,2018-02-12 09:50:16,"Door","Living"
2018-02-12 09:50:28,2018-02-12 09:50:30,"Door","Kitchen"
2018-02-12 10:09:46,2018-02-12 10:09:50,"Door","Kitchen"
2018-02-12 10:10:06,2018-02-12 10:10:09,"Door","Living"
2018-02-12 10:11:49,2018-02-12 10:11:52,"Door","Living"
2018-02-12 10:18:11,2018-02-12 10:18:14,"Door","Bedroom"
2018-02-12 10:23:19,2018-02-12 10:23:21,"Door","Bedroom"
2018-02-12 10:23:26,2018-02-12 10:23:29,"Door","Living"
2018-02-12 10:27:21,2018-02-12 10:27:24,"Door","Living"
2018-02-12 10:27:28,2018-02-12 10:27:31,"Door","Bedroom"
2018-02-12 10:28:28,2018-02-12 10:28:30,"Door","Bedroom"
2018-02-12 10:28:33,2018-02-12 10:28:36,"Door","Living"
2018-02-12 10:31:08,2018-02-12 10:31:11,"Door","Living"
2018-02-12 10:31:13,2018-02-12 10:31:17,"Door","Bedroom"
2018-02-12 10:32:02,2018-02-12 10:32:05,"Door","Bedroom"
2018-02-12 10:32:39,2018-02-12 10:32:43,"Door","Living"
2018-02-12 10:32:51,2018-02-12 10:32:53,"Door","Living"
2018-02-12 10:33:13,2018-02-12 10:33:17,"Door","Bedroom"
2018-02-12 10:33:43,2018-02-12 10:33:45,"Door","Bedroom"
2018-02-12 10:34:30,2018-02-12 10:36:56,"Basin","Bathroom"
2018-02-12 10:37:12,2018-02-12 10:43:43,"Shower","Bathroom"
2018-02-12 10:45:29,2018-02-12 10:48:03,"Basin","Bathroom"
2018-02-12 10:52:51,2018-02-12 10:52:55,"Door","Bedroom"
2018-02-12 10:52:57,2018-02-12 10:52:59,"Door","Bedroom"
2018-02-12 10:53:01,2018-02-12 10:53:04,"Door","Living"
2018-02-12 10:53:12,2018-02-12 10:53:15,"Door","Living"
2018-02-12 10:54:06,2018-02-12 10:54:10,"Basin","Bathroom"
2018-02-12 10:54:36,2018-02-12 10:54:39,"Door","Living"
2018-02-12 11:15:04,2018-02-12 11:15:24,"Door","Living"
2018-02-12 11:15:47,2018-02-12 11:15:51,"Door","Bedroom"
2018-02-12 11:20:06,2018-02-12 11:20:09,"Door","Bedroom"
2018-02-12 11:21:00,2018-02-12 11:21:02,"Door","Living"
2018-02-12 11:21:14,2018-02-12 11:21:17,"Door","Living"
2018-02-12 11:21:26,2018-02-12 11:21:28,"Door","Kitchen"
2018-02-12 11:24:25,2018-02-12 11:24:27,"Door","Kitchen"
2018-02-12 11:24:37,2018-02-12 11:24:40,"Door","Living"
2018-02-12 11:29:24,2018-02-12 11:29:26,"Door","Living"
2018-02-12 11:29:35,2018-02-12 11:29:37,"Door","Kitchen"
2018-02-12 11:35:37,2018-02-12 11:35:56,"Fridge","Kitchen"
2018-02-12 11:36:00,2018-02-12 11:36:02,"Door","Kitchen"
2018-02-12 11:55:17,2018-02-12 11:55:19,"Door","Kitchen"
2018-02-12 12:01:11,2018-02-12 12:01:15,"Door","Kitchen"
2018-02-12 12:14:43,2018-02-12 12:14:46,"Door","Living"
2018-02-12 12:15:01,2018-02-12 12:15:03,"Door","Living"
2018-02-12 12:15:13,2018-02-12 12:15:15,"Door","Kitchen"
2018-02-12 12:15:42,2018-02-12 12:15:45,"Door","Kitchen"
2018-02-12 12:16:05,2018-02-12 12:16:11,"Maindoor","Entrance"
2018-02-12 12:49:27,2018-02-12 12:49:33,"Maindoor","Entrance"
2018-02-12 12:50:30,2018-02-12 12:50:32,"Door","Bedroom"
2018-02-12 12:51:34,2018-02-12 12:51:36,"Door","Bedroom"
2018-02-12 12:52:11,2018-02-12 12:53:15,"Toilet","Bathroom"
2018-02-12 12:52:28,2018-02-12 12:52:33,"Door","Living"
2018-02-12 12:53:49,2018-02-12 12:53:51,"Door","Living"
2018-02-12 13:00:13,2018-02-12 13:00:15,"Door","Kitchen"
2018-02-12 13:20:17,2018-02-12 13:20:19,"Door","Kitchen"
2018-02-12 13:37:30,2018-02-12 13:37:33,"Door","Kitchen"
2018-02-12 11:39:17,2018-02-12 11:41:11,"Fridge","Kitchen"
2018-02-12 14:10:47,2018-02-12 14:10:49,"Door","Kitchen"
2018-02-12 14:11:01,2018-02-12 14:11:04,"Door","Living"
2018-02-12 14:31:45,2018-02-12 14:31:49,"Door","Living"
2018-02-12 14:32:09,2018-02-12 14:32:11,"Door","Kitchen"
2018-02-12 14:36:06,2018-02-12 14:36:10,"Door","Kitchen"
2018-02-12 14:36:19,2018-02-12 14:36:24,"Door","Living"
2018-02-12 14:38:09,2018-02-12 14:38:12,"Door","Living"
2018-02-12 14:38:22,2018-02-12 14:38:24,"Door","Kitchen"
2018-02-12 14:39:47,2018-02-12 14:39:48,"Door","Kitchen"
2018-02-12 14:40:48,2018-02-12 14:40:51,"Door","Living"
2018-02-12 15:07:46,2018-02-12 15:07:50,"Door","Living"
2018-02-12 15:08:00,2018-02-12 15:08:01,"Door","Kitchen"
2018-02-12 15:08:05,2018-02-12 15:08:07,"Door","Kitchen"
2018-02-12 15:08:17,2018-02-12 15:08:20,"Door","Living"
2018-02-12 15:08:33,2018-02-12 15:08:35,"Door","Living"
2018-02-12 15:08:44,2018-02-12 15:08:46,"Door","Kitchen"
2018-02-12 15:25:21,2018-02-12 15:25:26,"Door","Kitchen"
2018-02-12 15:25:31,2018-02-12 15:25:35,"Door","Living"
2018-02-12 15:26:12,2018-02-12 15:26:15,"Door","Living"
2018-02-12 15:26:48,2018-02-12 15:26:51,"Door","Kitchen"
2018-02-12 15:28:40,2018-02-12 15:28:44,"Door","Kitchen"
2018-02-12 15:28:54,2018-02-12 15:28:57,"Door","Living"
2018-02-12 15:29:13,2018-02-12 15:29:16,"Door","Living"
2018-02-12 15:29:26,2018-02-12 15:29:28,"Door","Kitchen"
2018-02-12 15:29:49,2018-02-12 15:29:50,"Door","Kitchen"
2018-02-12 15:30:00,2018-02-12 15:30:03,"Door","Living"
2018-02-12 15:32:52,2018-02-12 15:32:55,"Door","Living"
2018-02-12 15:33:03,2018-02-12 15:33:05,"Door","Kitchen"
2018-02-12 15:34:21,2018-02-12 15:34:25,"Door","Kitchen"
2018-02-12 15:34:38,2018-02-12 15:34:42,"Door","Living"
2018-02-12 15:48:54,2018-02-12 15:48:58,"Door","Living"
2018-02-12 15:49:11,2018-02-12 15:49:14,"Door","Kitchen"
2018-02-12 15:53:43,2018-02-12 15:53:47,"Fridge","Kitchen"
2018-02-12 15:53:57,2018-02-12 15:53:59,"Door","Kitchen"
2018-02-12 15:54:10,2018-02-12 15:54:13,"Door","Living"
2018-02-12 16:48:18,2018-02-12 16:48:59,"Door","Living"
2018-02-12 16:49:12,2018-02-12 16:49:15,"Door","Kitchen"
2018-02-12 16:52:23,2018-02-12 16:52:25,"Door","Kitchen"
2018-02-12 16:53:06,2018-02-12 16:53:09,"Door","Living"
2018-02-12 18:28:31,2018-02-12 18:28:39,"Door","Living"
2018-02-12 18:28:53,2018-02-12 18:28:57,"Door","Kitchen"
2018-02-12 18:29:30,2018-02-12 18:29:43,"Fridge","Kitchen"
2018-02-12 18:45:40,2018-02-12 18:45:43,"Door","Kitchen"
2018-02-12 18:47:13,2018-02-12 18:47:16,"Door","Living"
2018-02-12 18:50:25,2018-02-12 18:50:28,"Door","Living"
2018-02-12 18:52:00,2018-02-12 18:52:57,"Toilet","Bathroom"
2018-02-12 18:52:14,2018-02-12 18:52:17,"Door","Living"
2018-02-12 18:53:45,2018-02-12 20:36:06,"Seat","Living"
2018-02-12 20:36:44,2018-02-12 20:36:46,"Door","Living"
2018-02-12 20:45:04,2018-02-12 20:45:07,"Door","Living"
2018-02-12 21:00:00,2018-02-12 21:00:03,"Door","Living"
2018-02-12 21:00:26,2018-02-12 21:00:29,"Door","Bedroom"
2018-02-12 21:07:53,2018-02-12 21:07:56,"Door","Bedroom"
2018-02-12 21:08:00,2018-02-12 21:08:03,"Door","Living"
2018-02-12 21:08:14,2018-02-12 21:08:17,"Door","Living"
2018-02-12 21:10:04,2018-02-12 21:10:08,"Basin","Bathroom"
2018-02-12 21:11:00,2018-02-12 21:11:02,"Door","Kitchen"
2018-02-12 21:12:33,2018-02-12 21:12:35,"Door","Kitchen"
2018-02-12 21:12:44,2018-02-12 21:12:47,"Door","Living"
2018-02-12 21:13:00,2018-02-12 21:13:01,"Door","Living"
2018-02-12 21:13:45,2018-02-12 21:13:48,"Door","Bedroom"
2018-02-12 21:13:53,2018-02-12 21:13:54,"Door","Bedroom"
2018-02-12 21:14:28,2018-02-12 21:14:29,"Door","Kitchen"
2018-02-12 21:15:37,2018-02-12 21:15:39,"Door","Kitchen"
2018-02-12 21:16:46,2018-02-12 21:16:50,"Door","Living"
2018-02-12 21:19:37,2018-02-12 21:19:41,"Door","Living"
2018-02-12 21:20:19,2018-02-12 21:20:21,"Maindoor","Entrance"
2018-02-12 01:25:53,2018-02-12 01:25:59,"Maindoor","Entrance"
2018-02-12 01:27:10,2018-02-12 01:27:16,"Door","Kitchen"
2018-02-12 01:28:17,2018-02-12 01:28:20,"Door","Kitchen"
2018-02-12 01:28:55,2018-02-12 01:28:58,"Door","Bedroom"
