"Location","Type","Place","Duration","Day","obj"
"Door","PIR","Kitchen",0.317,"Mon","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.067,"Mon","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Mon","Kitchen Door"
"Door","PIR","Living",0.133,"Mon","Living Door"
"Seat","Pressure","Living",107.433,"Mon","Living Seat"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Kitchen",0.033,"Tue","Kitchen Door"
"Door","PIR","Kitchen",0.017,"Tue","Kitchen Door"
"Door","PIR","Living",0.583,"Tue","Living Door"
"Seat","Pressure","Living",55.833,"Tue","Living Seat"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Toilet","Flush","Bathroom",0.917,"Tue","Bathroom Toilet"
"Door","PIR","Bedroom",0.033,"Tue","Bedroom Door"
"Bed","Pressure","Bedroom",509.033,"Tue","Bedroom Bed"
"Door","PIR","Bedroom",0.05,"Tue","Bedroom Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Kitchen",0.033,"Tue","Kitchen Door"
"Door","PIR","Kitchen",0.067,"Tue","Kitchen Door"
"Door","PIR","Living",0.033,"Tue","Living Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Bedroom",0.067,"Tue","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Tue","Bedroom Door"
"Toilet","Flush","Bathroom",1.267,"Tue","Bathroom Toilet"
"Door","PIR","Living",0.067,"Tue","Living Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Kitchen",0.1,"Tue","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.083,"Tue","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Tue","Kitchen Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Bedroom",0.167,"Tue","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Tue","Bedroom Door"
"Basin","PIR","Bathroom",7.717,"Tue","Bathroom Basin"
"Basin","PIR","Bathroom",4.8,"Tue","Bathroom Basin"
"Door","PIR","Kitchen",0.033,"Tue","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.067,"Tue","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Tue","Kitchen Door"
"Door","PIR","Living",0.033,"Tue","Living Door"
"Seat","Pressure","Living",96.933,"Tue","Living Seat"
"Door","PIR","Living",0.033,"Tue","Living Door"
"Toilet","Flush","Bathroom",1.233,"Tue","Bathroom Toilet"
"Door","PIR","Kitchen",0.05,"Tue","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.267,"Tue","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Tue","Kitchen Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Kitchen",0.033,"Tue","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Tue","Kitchen Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Kitchen",0.033,"Tue","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Tue","Kitchen Door"
"Door","PIR","Living",0.033,"Tue","Living Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Kitchen",0.05,"Tue","Kitchen Door"
"Cupboard","Magnetic","Kitchen",0.333,"Tue","Kitchen Cupboard"
"Door","PIR","Kitchen",0.05,"Tue","Kitchen Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Kitchen",0.183,"Tue","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.75,"Tue","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Tue","Kitchen Door"
"Door","PIR","Living",0.067,"Tue","Living Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Kitchen",0.1,"Tue","Kitchen Door"
"Door","PIR","Kitchen",0.067,"Tue","Kitchen Door"
"Door","PIR","Living",0.067,"Tue","Living Door"
"Seat","Pressure","Living",28.5,"Tue","Living Seat"
"Door","PIR","Living",0.033,"Tue","Living Door"
"Door","PIR","Kitchen",0.067,"Tue","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Tue","Kitchen Door"
"Door","PIR","Living",0.033,"Tue","Living Door"
"Door","PIR","Living",0.067,"Tue","Living Door"
"Door","PIR","Kitchen",0.05,"Tue","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Tue","Kitchen Door"
"Toilet","Flush","Bathroom",1,"Tue","Bathroom Toilet"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Maindoor","Magnetic","Entrance",0.067,"Tue","Entrance Maindoor"
"Maindoor","Magnetic","Entrance",0.117,"Tue","Entrance Maindoor"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Seat","Pressure","Living",1.833,"Tue","Living Seat"
"Door","PIR","Living",0.033,"Tue","Living Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Seat","Pressure","Living",72.267,"Tue","Living Seat"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Door","PIR","Kitchen",0.133,"Tue","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Tue","Kitchen Door"
"Door","PIR","Living",0.05,"Tue","Living Door"
"Seat","Pressure","Living",123.1,"Tue","Living Seat"
"Door","PIR","Living",0.033,"Wed","Living Door"
"Basin","PIR","Bathroom",0.25,"Wed","Bathroom Basin"
"Door","PIR","Living",0.017,"Wed","Living Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Toilet","Flush","Bathroom",0.933,"Wed","Bathroom Toilet"
"Basin","PIR","Bathroom",0.567,"Wed","Bathroom Basin"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Bedroom",0.033,"Wed","Bedroom Door"
"Bed","Pressure","Bedroom",579.883,"Wed","Bedroom Bed"
"Door","PIR","Bedroom",0.033,"Wed","Bedroom Door"
"Toilet","Flush","Bathroom",1.117,"Wed","Bathroom Toilet"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Kitchen",0.033,"Wed","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.05,"Wed","Kitchen Fridge"
"Fridge","Magnetic","Kitchen",0.05,"Wed","Kitchen Fridge"
"Fridge","Magnetic","Kitchen",0.1,"Wed","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Wed","Kitchen Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Seat","Pressure","Living",81.367,"Wed","Living Seat"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.033,"Wed","Living Door"
"Basin","PIR","Bathroom",6.483,"Wed","Bathroom Basin"
"Toilet","Flush","Bathroom",1.217,"Wed","Bathroom Toilet"
"Basin","PIR","Bathroom",2.9,"Wed","Bathroom Basin"
"Maindoor","Magnetic","Entrance",0.05,"Wed","Entrance Maindoor"
"Maindoor","Magnetic","Entrance",0.083,"Wed","Entrance Maindoor"
"Door","PIR","Kitchen",0.033,"Wed","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Wed","Kitchen Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Seat","Pressure","Living",40.183,"Wed","Living Seat"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Kitchen",0.033,"Wed","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Wed","Kitchen Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Bedroom",0.083,"Wed","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Wed","Bedroom Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.033,"Wed","Living Door"
"Door","PIR","Bedroom",0.05,"Wed","Bedroom Door"
"Door","PIR","Bedroom",0.1,"Wed","Bedroom Door"
"Door","PIR","Living",0.067,"Wed","Living Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Kitchen",0.183,"Wed","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Wed","Kitchen Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Seat","Pressure","Living",48.667,"Wed","Living Seat"
"Door","PIR","Living",0.067,"Wed","Living Door"
"Door","PIR","Kitchen",0.05,"Wed","Kitchen Door"
"Cupboard","Magnetic","Kitchen",0.067,"Wed","Kitchen Cupboard"
"Door","PIR","Kitchen",0.05,"Wed","Kitchen Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.033,"Wed","Living Door"
"Door","PIR","Kitchen",0.067,"Wed","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Wed","Kitchen Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Kitchen",0.05,"Wed","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Wed","Kitchen Door"
"Door","PIR","Living",0.033,"Wed","Living Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Kitchen",0.083,"Wed","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Wed","Kitchen Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Seat","Pressure","Living",110.1,"Wed","Living Seat"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Kitchen",0.067,"Wed","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.217,"Wed","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Wed","Kitchen Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Seat","Pressure","Living",68.283,"Wed","Living Seat"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Seat","Pressure","Living",58.633,"Wed","Living Seat"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.033,"Wed","Living Door"
"Door","PIR","Bedroom",0.067,"Wed","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Wed","Bedroom Door"
"Door","PIR","Living",0.033,"Wed","Living Door"
"Door","PIR","Living",0.117,"Wed","Living Door"
"Door","PIR","Bedroom",0.05,"Wed","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Wed","Bedroom Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.033,"Wed","Living Door"
"Toilet","Flush","Bathroom",0.667,"Wed","Bathroom Toilet"
"Door","PIR","Bedroom",0.05,"Wed","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Wed","Bedroom Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Kitchen",0.05,"Wed","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Wed","Kitchen Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.067,"Wed","Living Door"
"Maindoor","Magnetic","Entrance",0.15,"Wed","Entrance Maindoor"
"Maindoor","Magnetic","Entrance",0.117,"Thu","Entrance Maindoor"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.3,"Thu","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Door","PIR","Bedroom",0.083,"Thu","Bedroom Door"
"Door","PIR","Bedroom",0.067,"Thu","Bedroom Door"
"Basin","PIR","Bathroom",0.317,"Thu","Bathroom Basin"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Bedroom",0.05,"Thu","Bedroom Door"
"Bed","Pressure","Bedroom",267.017,"Thu","Bedroom Bed"
"Door","PIR","Bedroom",0.05,"Thu","Bedroom Door"
"Door","PIR","Bedroom",0.133,"Thu","Bedroom Door"
"Bed","Pressure","Bedroom",40.583,"Thu","Bedroom Bed"
"Door","PIR","Bedroom",0.05,"Thu","Bedroom Door"
"Toilet","Flush","Bathroom",1.15,"Thu","Bathroom Toilet"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Kitchen",0.05,"Thu","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.383,"Thu","Kitchen Fridge"
"Fridge","Magnetic","Kitchen",0.483,"Thu","Kitchen Fridge"
"Cupboard","Magnetic","Kitchen",0.983,"Thu","Kitchen Cupboard"
"Door","PIR","Kitchen",0.15,"Thu","Kitchen Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Bedroom",0.05,"Thu","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Thu","Bedroom Door"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Cupboard","Magnetic","Kitchen",0.167,"Thu","Kitchen Cupboard"
"Door","PIR","Kitchen",0.05,"Thu","Kitchen Door"
"Door","PIR","Living",0.067,"Thu","Living Door"
"Seat","Pressure","Living",43.883,"Thu","Living Seat"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Kitchen",0.017,"Thu","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.083,"Thu","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Basin","PIR","Bathroom",11,"Thu","Bathroom Basin"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Seat","Pressure","Living",6.433,"Thu","Living Seat"
"Door","PIR","Living",0.033,"Thu","Living Door"
"Door","PIR","Living",0.033,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Living",0.083,"Thu","Living Door"
"Seat","Pressure","Living",97.7,"Thu","Living Seat"
"Door","PIR","Living",0.033,"Thu","Living Door"
"Door","PIR","Kitchen",0.05,"Thu","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Toilet","Flush","Bathroom",0.967,"Thu","Bathroom Toilet"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.983,"Thu","Kitchen Fridge"
"Door","PIR","Kitchen",0.05,"Thu","Kitchen Door"
"Door","PIR","Living",0.067,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.083,"Thu","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Door","PIR","Living",0.067,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Kitchen",0.4,"Thu","Kitchen Door"
"Cupboard","Magnetic","Kitchen",0.167,"Thu","Kitchen Cupboard"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Door","PIR","Living",0.067,"Thu","Living Door"
"Seat","Pressure","Living",78.833,"Thu","Living Seat"
"Door","PIR","Living",0.033,"Thu","Living Door"
"Door","PIR","Kitchen",0.067,"Thu","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.217,"Thu","Kitchen Fridge"
"Door","PIR","Kitchen",0.067,"Thu","Kitchen Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Seat","Pressure","Living",120.017,"Thu","Living Seat"
"Door","PIR","Living",0.033,"Thu","Living Door"
"Door","PIR","Kitchen",0.05,"Thu","Kitchen Door"
"Door","PIR","Kitchen",0.1,"Thu","Kitchen Door"
"Door","PIR","Living",0.067,"Thu","Living Door"
"Door","PIR","Living",0.033,"Thu","Living Door"
"Door","PIR","Kitchen",0.067,"Thu","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Bedroom",0.05,"Thu","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Thu","Bedroom Door"
"Basin","PIR","Bathroom",0.917,"Thu","Bathroom Basin"
"Toilet","Flush","Bathroom",0.783,"Thu","Bathroom Toilet"
"Door","PIR","Living",0.067,"Thu","Living Door"
"Door","PIR","Living",0.033,"Thu","Living Door"
"Door","PIR","Bedroom",0.05,"Thu","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Thu","Bedroom Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Living",0.067,"Thu","Living Door"
"Maindoor","Magnetic","Entrance",0.033,"Thu","Entrance Maindoor"
"Maindoor","Magnetic","Entrance",0.05,"Fri","Entrance Maindoor"
"Door","PIR","Bedroom",0.067,"Fri","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Fri","Bedroom Door"
"Door","PIR","Living",0.067,"Fri","Living Door"
"Door","PIR","Living",0.033,"Fri","Living Door"
"Door","PIR","Kitchen",0.067,"Fri","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.8,"Fri","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Bedroom",0.05,"Fri","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Fri","Bedroom Door"
"Toilet","Flush","Bathroom",1.15,"Fri","Bathroom Toilet"
"Basin","PIR","Bathroom",0.633,"Fri","Bathroom Basin"
"Door","PIR","Living",0.067,"Fri","Living Door"
"Door","PIR","Living",0.083,"Fri","Living Door"
"Door","PIR","Bedroom",0.067,"Fri","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Fri","Bedroom Door"
"Door","PIR","Living",0.033,"Fri","Living Door"
"Seat","Pressure","Living",42.283,"Fri","Living Seat"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Basin","PIR","Bathroom",0.033,"Fri","Bathroom Basin"
"Door","PIR","Bedroom",0.033,"Fri","Bedroom Door"
"Bed","Pressure","Bedroom",458.833,"Fri","Bedroom Bed"
"Door","PIR","Bedroom",0.067,"Fri","Bedroom Door"
"Toilet","Flush","Bathroom",1.033,"Fri","Bathroom Toilet"
"Door","PIR","Living",0.067,"Fri","Living Door"
"Door","PIR","Living",0.033,"Fri","Living Door"
"Door","PIR","Bedroom",0.067,"Fri","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Fri","Bedroom Door"
"Door","PIR","Kitchen",0.017,"Fri","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.033,"Fri","Kitchen Fridge"
"Door","PIR","Kitchen",0.05,"Fri","Kitchen Door"
"Door","PIR","Living",0.067,"Fri","Living Door"
"Door","PIR","Living",0.067,"Fri","Living Door"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Basin","PIR","Bathroom",5.633,"Fri","Bathroom Basin"
"Basin","PIR","Bathroom",4.333,"Fri","Bathroom Basin"
"Door","PIR","Bedroom",0.05,"Fri","Bedroom Door"
"Door","PIR","Bedroom",0.067,"Fri","Bedroom Door"
"Basin","PIR","Bathroom",0.033,"Fri","Bathroom Basin"
"Basin","PIR","Bathroom",0.033,"Fri","Bathroom Basin"
"Door","PIR","Bedroom",0.05,"Fri","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Fri","Bedroom Door"
"Maindoor","Magnetic","Entrance",0.083,"Fri","Entrance Maindoor"
"Maindoor","Magnetic","Entrance",0.083,"Fri","Entrance Maindoor"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Bedroom",0.05,"Fri","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Fri","Bedroom Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.067,"Fri","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Living",0.083,"Fri","Living Door"
"Door","PIR","Living",0.083,"Fri","Living Door"
"Door","PIR","Bedroom",0.05,"Fri","Bedroom Door"
"Door","PIR","Bedroom",0.133,"Fri","Bedroom Door"
"Basin","PIR","Bathroom",0.05,"Fri","Bathroom Basin"
"Door","PIR","Bedroom",0.05,"Fri","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Fri","Bedroom Door"
"Door","PIR","Living",0.067,"Fri","Living Door"
"Seat","Pressure","Living",51.033,"Fri","Living Seat"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Kitchen",0.05,"Fri","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Fri","Kitchen Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Living",0.033,"Fri","Living Door"
"Toilet","Flush","Bathroom",0.867,"Fri","Bathroom Toilet"
"Door","PIR","Living",0.083,"Fri","Living Door"
"Door","PIR","Living",0.067,"Fri","Living Door"
"Door","PIR","Kitchen",0.05,"Fri","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Living",0.033,"Fri","Living Door"
"Door","PIR","Living",0.133,"Fri","Living Door"
"Door","PIR","Kitchen",0.05,"Fri","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Seat","Pressure","Living",115.2,"Fri","Living Seat"
"Door","PIR","Living",0.083,"Fri","Living Door"
"Door","PIR","Kitchen",0.05,"Fri","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Fri","Kitchen Door"
"Toilet","Flush","Bathroom",1.133,"Fri","Bathroom Toilet"
"Door","PIR","Living",0.083,"Fri","Living Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Kitchen",0.067,"Fri","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Living",0.1,"Fri","Living Door"
"Seat","Pressure","Living",44.383,"Fri","Living Seat"
"Door","PIR","Living",0.067,"Fri","Living Door"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.233,"Fri","Kitchen Fridge"
"Door","PIR","Kitchen",0.067,"Fri","Kitchen Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Living",0.033,"Fri","Living Door"
"Door","PIR","Kitchen",0.05,"Fri","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Living",0.067,"Fri","Living Door"
"Seat","Pressure","Living",101.867,"Fri","Living Seat"
"Door","PIR","Living",0.383,"Fri","Living Door"
"Maindoor","Magnetic","Entrance",0.067,"Fri","Entrance Maindoor"
"Maindoor","Magnetic","Entrance",0.133,"Fri","Entrance Maindoor"
"Toilet","Flush","Bathroom",1,"Fri","Bathroom Toilet"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Kitchen",0.083,"Fri","Kitchen Door"
"Door","PIR","Bedroom",0.05,"Fri","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Fri","Bedroom Door"
"Door","PIR","Kitchen",0.05,"Fri","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Fri","Kitchen Door"
"Door","PIR","Living",127.283,"Fri","Living Door"
"Seat","Pressure","Living",1.117,"Sat","Living Seat"
"Door","PIR","Living",0.033,"Sat","Living Door"
"Basin","PIR","Bathroom",4.75,"Sat","Bathroom Basin"
"Door","PIR","Bedroom",0.05,"Sat","Bedroom Door"
"Bed","Pressure","Bedroom",564.217,"Sat","Bedroom Bed"
"Door","PIR","Bedroom",0.033,"Sat","Bedroom Door"
"Door","PIR","Living",0.067,"Sat","Living Door"
"Door","PIR","Living",0.033,"Sat","Living Door"
"Door","PIR","Kitchen",0.05,"Sat","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.317,"Sat","Kitchen Fridge"
"Fridge","Magnetic","Kitchen",0.2,"Sat","Kitchen Fridge"
"Door","PIR","Kitchen",0.117,"Sat","Kitchen Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Toilet","Flush","Bathroom",1.35,"Sat","Bathroom Toilet"
"Door","PIR","Living",0.067,"Sat","Living Door"
"Seat","Pressure","Living",52.317,"Sat","Living Seat"
"Door","PIR","Living",0.033,"Sat","Living Door"
"Door","PIR","Kitchen",0.167,"Sat","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.1,"Sat","Kitchen Fridge"
"Door","PIR","Kitchen",0.217,"Sat","Kitchen Door"
"Door","PIR","Living",0.067,"Sat","Living Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Bedroom",0.05,"Sat","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Sat","Bedroom Door"
"Shower","PIR","Bathroom",8.35,"Sat","Bathroom Shower"
"Basin","PIR","Bathroom",5.467,"Sat","Bathroom Basin"
"Basin","PIR","Bathroom",0.65,"Sat","Bathroom Basin"
"Door","PIR","Bedroom",0.067,"Sat","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Sat","Bedroom Door"
"Basin","PIR","Bathroom",0.25,"Sat","Bathroom Basin"
"Toilet","Flush","Bathroom",1.067,"Sat","Bathroom Toilet"
"Door","PIR","Bedroom",0.05,"Sat","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Sat","Bedroom Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.033,"Sat","Living Door"
"Door","PIR","Kitchen",0.067,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.083,"Sat","Kitchen Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.133,"Sat","Living Door"
"Door","PIR","Kitchen",0.067,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Sat","Kitchen Door"
"Door","PIR","Living",0.067,"Sat","Living Door"
"Seat","Pressure","Living",46.483,"Sat","Living Seat"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Bedroom",0.1,"Sat","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Sat","Bedroom Door"
"Door","PIR","Living",0.033,"Sat","Living Door"
"Door","PIR","Living",0.183,"Sat","Living Door"
"Door","PIR","Kitchen",0.05,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.083,"Sat","Kitchen Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.033,"Sat","Living Door"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.217,"Sat","Kitchen Door"
"Door","PIR","Living",0.083,"Sat","Living Door"
"Door","PIR","Living",0.067,"Sat","Living Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Bedroom",0.05,"Sat","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Sat","Bedroom Door"
"Basin","PIR","Bathroom",0.133,"Sat","Bathroom Basin"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.133,"Sat","Living Door"
"Maindoor","Magnetic","Entrance",0.333,"Sat","Entrance Maindoor"
